rep,best_lambda,best_val_acc,test_acc_gen,baseline_acc,wbb_mean,wbb_std,train_time,eval_time,baseline_time
15,2.6366508987303556e-05,0.9515,0.9577,0.9687,0.9574579999999999,0.0007003113593252686,77.5407919883728,27.590088367462158,34.19814872741699
