rep,best_lambda,best_val_acc,test_acc_gen,baseline_acc,wbb_mean,wbb_std,train_time,eval_time,baseline_time
20,6.951927961775606e-05,0.9455,0.9512,0.9684,0.9506779999999999,0.0007948056366181605,76.8829550743103,26.698388814926147,35.465850830078125
