rep,best_lambda,best_val_acc,test_acc_gen,baseline_acc,wbb_mean,wbb_std,train_time,eval_time,baseline_time
7,9.999999999999999e-06,0.9498,0.9549,0.9674,0.9541299999999999,0.0008996110270555903,104.85407280921936,27.33147382736206,35.08344268798828
