rep,best_lambda,best_val_acc,test_acc_gen,baseline_acc,wbb_mean,wbb_std,train_time,eval_time,baseline_time
4,9.999999999999999e-06,0.9507,0.9543,0.968,0.95259,0.0015785119575093462,182.86481618881226,26.649064540863037,33.836955070495605
