"rep","nu_true","mu_true","sigma_true","nu_mle","mu_mle","sigma_mle","nu_gen","mu_gen","sigma_gen","wbb_mu_mean","wbb_mu_sd","wbb_sigma_mean","wbb_sigma_sd","time_mle","time_gen_train"
3,4,2,1.5,3.5,2.20056660364934,1.44652572062605,3.5,2.19614647902632,1.41030406714795,2.19968178334575,0.0981272855787279,1.4112545218989,0.07684648824296,0.153,0.809
