"rep","nu_true","mu_true","sigma_true","nu_mle","mu_mle","sigma_mle","nu_gen","mu_gen","sigma_gen","wbb_mu_mean","wbb_mu_sd","wbb_sigma_mean","wbb_sigma_sd","time_mle","time_gen_train"
16,4,2,1.5,6.5,1.86316933695445,1.64569464228579,6.5,1.86110267785237,1.63370594780309,1.86307965495576,0.105328655192206,1.63225855443611,0.082639014782199,0.133,0.687
