rep,best_lambda,best_val_acc,test_acc_gen,baseline_acc,wbb_mean,wbb_std,train_time,eval_time,baseline_time
3,0.00018329807108324357,0.948,0.9569,0.965,0.9555899999999999,0.0012439051410778853,165.6797399520874,25.92676544189453,34.59043288230896
