rep,best_lambda,best_val_acc,test_acc_gen,baseline_acc,wbb_mean,wbb_std,train_time,eval_time,baseline_time
16,0.00011288378916846884,0.947,0.9486,0.9638,0.9475559999999998,0.0010566286007864857,108.84035611152649,26.424883127212524,33.68576669692993
