rep,best_lambda,best_val_acc,test_acc_gen,baseline_acc,wbb_mean,wbb_std,train_time,eval_time,baseline_time
6,1.623776739188721e-05,0.9465,0.9528,0.965,0.9521719999999999,0.0010127270115880248,104.60905051231384,26.422260761260986,33.518306016922
