"rep","nu_true","mu_true","sigma_true","nu_mle","mu_mle","sigma_mle","nu_gen","mu_gen","sigma_gen","wbb_mu_mean","wbb_mu_sd","wbb_sigma_mean","wbb_sigma_sd","time_mle","time_gen_train"
1,4,2,1.5,6,2.07342387496182,1.64772680094147,6,2.07242032848147,1.62702310801619,2.07511252560856,0.110469772932827,1.63397263971178,0.0668222940082329,0.14,0.726
