rep,best_lambda,best_val_acc,test_acc_gen,baseline_acc,wbb_mean,wbb_std,train_time,eval_time,baseline_time
13,1.623776739188721e-05,0.9447,0.9501,0.967,0.9494340000000001,0.0006659159106073393,124.90497636795044,26.355787754058838,34.6646146774292
