"rep","nu_true","mu_true","sigma_true","nu_mle","mu_mle","sigma_mle","nu_gen","mu_gen","sigma_gen","wbb_mu_mean","wbb_mu_sd","wbb_sigma_mean","wbb_sigma_sd","time_mle","time_gen_train"
17,4,2,1.5,7.5,1.91190876226502,1.6055886302137,6,1.91059347446225,1.5382278242836,1.90733589746541,0.0805108837228402,1.53495325469511,0.095451546755545,0.136,0.7
