rep,best_lambda,best_val_acc,test_acc_gen,baseline_acc,wbb_mean,wbb_std,train_time,eval_time,baseline_time
11,0.00018329807108324357,0.9348,0.9362,0.969,0.936244,0.001052646189372291,111.99017262458801,27.197267055511475,34.45191311836243
