rep,best_lambda,best_val_acc,test_acc_gen,baseline_acc,wbb_mean,wbb_std,train_time,eval_time,baseline_time
19,0.00011288378916846884,0.9477,0.953,0.9664,0.951748,0.0012159342087465132,71.05327606201172,24.377781629562378,32.093544721603394
