rep,best_lambda,best_val_acc,test_acc_gen,baseline_acc,wbb_mean,wbb_std,train_time,eval_time,baseline_time
5,0.00018329807108324357,0.9409,0.9472,0.9659,0.9463319999999998,0.0018794084175612362,75.26762270927429,27.048982620239258,34.919914960861206
