"rep","nu_true","mu_true","sigma_true","nu_mle","mu_mle","sigma_mle","nu_gen","mu_gen","sigma_gen","wbb_mu_mean","wbb_mu_sd","wbb_sigma_mean","wbb_sigma_sd","time_mle","time_gen_train"
7,4,2,1.5,4,2.05269350230196,1.46996884844255,4,2.05324010635133,1.43753651389394,2.04834436079766,0.0900821446132191,1.43353387795755,0.0608969928956377,0.139,0.753
