rep,best_lambda,best_val_acc,test_acc_gen,baseline_acc,wbb_mean,wbb_std,train_time,eval_time,baseline_time
17,6.951927961775606e-05,0.9521,0.9586,0.966,0.9565260000000001,0.0021521905120132885,83.82981991767883,32.00194454193115,42.64822697639465
