"rep","nu_true","mu_true","sigma_true","nu_mle","mu_mle","sigma_mle","nu_gen","mu_gen","sigma_gen","wbb_mu_mean","wbb_mu_sd","wbb_sigma_mean","wbb_sigma_sd","time_mle","time_gen_train"
4,4,2,1.5,7,2.08224605075268,1.60872858865126,6.5,2.08215155128526,1.58201813148753,2.07524031609986,0.083214166278604,1.57749865617405,0.0849042944735138,0.145,0.749
