rep,best_lambda,best_val_acc,test_acc_gen,baseline_acc,wbb_mean,wbb_std,train_time,eval_time,baseline_time
8,2.6366508987303556e-05,0.9531,0.9564,0.966,0.9562560000000002,0.0010444443498817972,145.99176239967346,26.358457565307617,34.65063691139221
