"rep","nu_true","mu_true","sigma_true","nu_mle","mu_mle","sigma_mle","nu_gen","mu_gen","sigma_gen","wbb_mu_mean","wbb_mu_sd","wbb_sigma_mean","wbb_sigma_sd","time_mle","time_gen_train"
13,4,2,1.5,3.5,2.07232009892757,1.47777934298124,3.5,2.07122157069798,1.45186694105961,2.07367645194085,0.0928291558040976,1.45786485380181,0.0610007492830001,0.137,0.716
