rep,best_lambda,best_val_acc,test_acc_gen,baseline_acc,wbb_mean,wbb_std,train_time,eval_time,baseline_time
10,9.999999999999999e-06,0.9449,0.9511,0.9696,0.9503100000000001,0.0021134095674998684,78.9652054309845,28.496082305908203,34.87909770011902
