rep,best_lambda,best_val_acc,test_acc_gen,baseline_acc,wbb_mean,wbb_std,train_time,eval_time,baseline_time
9,1.623776739188721e-05,0.948,0.9515,0.9674,0.9517839999999999,0.0008784896129152594,109.48348045349121,26.344393491744995,35.71832036972046
