"rep","nu_true","mu_true","sigma_true","nu_mle","mu_mle","sigma_mle","nu_gen","mu_gen","sigma_gen","wbb_mu_mean","wbb_mu_sd","wbb_sigma_mean","wbb_sigma_sd","time_mle","time_gen_train"
14,4,2,1.5,2,1.92275900265457,1.32624617930651,2,1.92078080860348,1.33317921980856,1.91600624850639,0.0809267132276174,1.33526516751416,0.0804971520167739,0.133,0.682
